23939,1077703917,0,cms_blocks,"2015-11-03 18:11:10",view,"a:1:{s:7:""general"";s:2:""16"";}",success,psingh,,adminhtml_cms_block_edit,,64.60.116.237
23940,1077703917,0,cms_pages,"2015-11-03 18:12:24",view,"a:1:{s:7:""general"";s:2:""81"";}",success,psingh,,adminhtml_cms_page_edit,,64.60.116.237
23941,1077703917,0,cms_pages,"2015-11-03 18:13:40",save,"a:1:{s:7:""general"";s:2:""81"";}",success,psingh,,adminhtml_cms_page_save,,64.60.116.237
23942,1077703917,0,cache_management,"2015-11-03 18:14:12",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23943,1077703917,0,index_management,"2015-11-03 18:14:19",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23944,1077703917,0,cms_pages,"2015-11-03 18:15:31",view,"a:1:{s:7:""general"";s:2:""18"";}",success,psingh,,adminhtml_cms_page_edit,,64.60.116.237
23945,1077703917,0,cms_pages,"2015-11-03 18:15:47",save,"a:1:{s:7:""general"";s:2:""18"";}",success,psingh,,adminhtml_cms_page_save,,64.60.116.237
23946,1077703917,0,cms_pages,"2015-11-03 18:16:18",save,"a:1:{s:7:""general"";s:2:""18"";}",success,psingh,,adminhtml_cms_page_save,,64.60.116.237
23947,1077703917,0,index_management,"2015-11-03 18:22:36",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23948,1077703917,0,cache_management,"2015-11-03 18:22:42",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23949,1077703917,0,catalog_products,"2015-11-03 18:24:26",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23950,1077703917,0,catalog_products,"2015-11-03 18:24:41",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23951,1077703917,0,cache_management,"2015-11-03 18:25:22",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23952,1077703917,0,index_management,"2015-11-03 18:25:28",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23953,1077703917,0,catalog_products,"2015-11-03 18:26:30",save,"a:1:{s:7:""general"";s:3:""653"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23954,1077703917,0,catalog_products,"2015-11-03 18:26:36",save,"a:1:{s:7:""general"";s:3:""590"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23955,1077703917,0,catalog_products,"2015-11-03 18:26:40",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23956,1077703917,0,catalog_products,"2015-11-03 18:26:57",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23957,1077703917,0,index_management,"2015-11-03 18:26:59",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23958,1077703917,0,cache_management,"2015-11-03 18:27:05",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23959,1077703917,0,catalog_products,"2015-11-03 18:28:45",save,"a:1:{s:7:""general"";s:3:""653"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23960,1077703917,0,cache_management,"2015-11-03 18:28:57",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23961,1077703917,0,index_management,"2015-11-03 18:29:05",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23962,1077703917,0,catalog_products,"2015-11-03 18:30:05",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23963,1077703917,0,index_management,"2015-11-03 18:30:18",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23964,1077703917,0,cache_management,"2015-11-03 18:30:24",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23965,1077703917,0,catalog_products,"2015-11-03 18:30:51",save,"a:1:{s:7:""general"";s:3:""731"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23966,1077703917,0,cache_management,"2015-11-03 18:31:52",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23967,1077703917,0,index_management,"2015-11-03 18:32:01",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23968,1077703917,0,catalog_products,"2015-11-03 18:34:26",view,"a:1:{s:7:""general"";s:3:""663"";}",success,psingh,,adminhtml_catalog_product_edit,,64.60.116.237
23969,1077703917,0,catalog_products,"2015-11-03 18:35:14",view,"a:1:{s:7:""general"";s:3:""661"";}",success,psingh,,adminhtml_catalog_product_edit,,64.60.116.237
23970,1077703917,0,catalog_products,"2015-11-03 18:35:55",save,"a:1:{s:7:""general"";s:3:""663"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23971,1077703917,0,index_management,"2015-11-03 18:36:11",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23972,1077703917,0,cache_management,"2015-11-03 18:36:17",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23973,1077703917,0,catalog_products,"2015-11-03 18:38:02",save,"a:1:{s:7:""general"";s:3:""737"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23974,1077703917,0,admin_login,"2015-11-03 18:48:22",login,"a:1:{s:7:""general"";N;}",success,vaughn,,adminhtml_index_index,,64.60.116.237
23975,1077703917,0,catalog_products,"2015-11-03 18:49:35",view,"a:1:{s:7:""general"";s:3:""752"";}",success,vaughn,,adminhtml_catalog_product_edit,,64.60.116.237
23976,1077703917,0,catalog_products,"2015-11-03 18:50:54",save,"a:1:{s:7:""general"";s:3:""752"";}",success,vaughn,,adminhtml_catalog_product_save,,64.60.116.237
23977,1077703917,0,cache_management,"2015-11-03 18:55:44",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23978,1077703917,0,index_management,"2015-11-03 18:55:54",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23979,1077703917,0,catalog_products,"2015-11-03 19:04:52",view,"a:1:{s:7:""general"";s:3:""752"";}",success,vaughn,,adminhtml_catalog_product_edit,,64.60.116.237
23980,1077703917,0,catalog_products,"2015-11-03 19:05:54",save,"a:1:{s:7:""general"";s:3:""752"";}",success,vaughn,,adminhtml_catalog_product_save,,64.60.116.237
23981,1077703917,0,adminhtml_system_config,"2015-11-03 19:07:53",view,"a:1:{s:7:""general"";s:8:""checkout"";}",success,vaughn,,adminhtml_system_config_edit,,64.60.116.237
23982,1077703917,0,admin_login,"2015-11-03 19:46:26",login,"a:1:{s:7:""general"";N;}",success,vaughn,,adminhtml_system_config_index,,64.60.116.237
23983,1077703917,0,cache_management,"2015-11-03 19:46:51",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,vaughn,,adminhtml_cache_massRefresh,,64.60.116.237
23984,1077703917,0,cache_management,"2015-11-03 19:54:33",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,vaughn,,adminhtml_cache_massRefresh,,64.60.116.237
23985,1077703917,0,cache_management,"2015-11-03 19:54:38",flush,"a:1:{s:7:""general"";N;}",success,vaughn,,adminhtml_cache_flushSystem,,64.60.116.237
23986,1077703917,0,cache_management,"2015-11-03 19:54:46",flush,"a:1:{s:7:""general"";N;}",success,vaughn,,adminhtml_cache_flushAll,,64.60.116.237
23987,1077703917,0,cache_management,"2015-11-03 20:12:20",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,vaughn,,adminhtml_cache_massRefresh,,64.60.116.237
23988,1077703917,0,cache_management,"2015-11-03 20:14:02",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,vaughn,,adminhtml_cache_massRefresh,,64.60.116.237
23989,1077703917,0,admin_login,"2015-11-04 17:06:48",login,"a:1:{s:7:""general"";N;}",success,psingh,,adminhtml_process_list,,64.60.116.237
23990,1077703917,0,index_management,"2015-11-04 17:10:15",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23991,1077703917,0,catalog_products,"2015-11-04 17:11:09",view,"a:1:{s:7:""general"";s:3:""590"";}",success,psingh,,adminhtml_catalog_product_edit,,64.60.116.237
23992,1077703917,0,catalog_products,"2015-11-04 17:29:06",view,"a:1:{s:7:""general"";s:3:""590"";}",success,psingh,,adminhtml_catalog_product_edit,,64.60.116.237
23993,1077703917,0,catalog_products,"2015-11-04 17:33:55",save,"a:1:{s:7:""general"";s:3:""590"";}",success,psingh,,adminhtml_catalog_product_save,,64.60.116.237
23994,1077703917,0,index_management,"2015-11-04 17:34:09",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
23995,1077703917,0,cache_management,"2015-11-04 17:34:16",save,"a:1:{s:7:""general"";s:105:""Cache types: config, layout, block_html, translate, collections, eav, config_api, config_api2, full_page "";}",success,psingh,,adminhtml_cache_massRefresh,,64.60.116.237
23996,1077703917,0,cms_blocks,"2015-11-04 17:57:55",view,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,,adminhtml_cms_block_edit,,64.60.116.237
23997,1077703917,0,cms_blocks,"2015-11-04 17:58:17",save,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,,adminhtml_cms_block_save,,64.60.116.237
23998,1077703917,0,cms_blocks,"2015-11-04 17:58:17",view,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,,adminhtml_cms_block_edit,,64.60.116.237
23999,1077703917,0,index_management,"2015-11-04 18:01:02",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
24000,1077703917,0,admin_login,"2015-11-04 18:40:42",login,"a:1:{s:7:""general"";N;}",success,psingh,,adminhtml_process_list,,64.60.116.237
24001,1077703917,0,sales_orders,"2015-11-04 18:41:36",view,"a:2:{s:7:""general"";s:6:""126903"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:126903;a:1:{s:12:""increment_id"";s:9:""100114085"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24002,1077703917,0,sales_orders,"2015-11-04 18:42:59",view,"a:2:{s:7:""general"";s:6:""127154"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:127154;a:1:{s:12:""increment_id"";s:9:""100114322"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24003,1077703917,0,sales_orders,"2015-11-04 18:45:21",view,"a:2:{s:7:""general"";s:6:""126903"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:126903;a:1:{s:12:""increment_id"";s:9:""100114085"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24004,1077703917,0,sales_orders,"2015-11-04 18:45:22",view,"a:2:{s:7:""general"";s:6:""126903"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:126903;a:1:{s:12:""increment_id"";s:9:""100114085"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24005,1077703917,0,sales_orders,"2015-11-04 18:45:24",view,"a:2:{s:7:""general"";s:6:""126903"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:126903;a:1:{s:12:""increment_id"";s:9:""100114085"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24006,1077703917,0,sales_orders,"2015-11-04 18:45:26",view,"a:2:{s:7:""general"";s:6:""126903"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:126903;a:1:{s:12:""increment_id"";s:9:""100114085"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24007,1077703917,0,sales_orders,"2015-11-04 18:45:39",view,"a:2:{s:7:""general"";s:6:""128001"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:128001;a:1:{s:12:""increment_id"";s:9:""100115107"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24008,1077703917,0,sales_orders,"2015-11-04 18:45:55",view,"a:2:{s:7:""general"";s:6:""127655"";s:10:""additional"";a:1:{s:22:""Mage_Sales_Model_Order"";a:1:{i:127655;a:1:{s:12:""increment_id"";s:9:""100114775"";}}}}",success,psingh,,adminhtml_sales_order_view,,64.60.116.237
24009,1077703917,0,index_management,"2015-11-04 18:46:05",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
24010,1077703917,0,admin_login,"2015-11-05 23:03:32",login,"a:1:{s:7:""general"";N;}",success,psingh,,adminhtml_process_list,,64.60.116.237
24011,1077703917,0,catalog_products,"2015-11-05 23:04:24",view,"a:1:{s:7:""general"";s:3:""572"";}",success,psingh,,adminhtml_catalog_product_edit,,64.60.116.237
24012,1077703917,0,index_management,"2015-11-05 23:06:38",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,,adminhtml_process_massReindex,,64.60.116.237
24013,1077703917,0,cms_pages,"2015-11-05 23:08:32",view,"a:1:{s:7:""general"";s:2:""43"";}",success,psingh,,adminhtml_cms_page_edit,,64.60.116.237
24014,1077703917,0,cms_pages,"2015-11-05 23:08:56",view,"a:1:{s:7:""general"";s:2:""76"";}",success,psingh,,adminhtml_cms_page_edit,,64.60.116.237
